LuggageID,Weight,Status,TicketID
LG47629,14.55,Unloaded,TI44203
LG47630,24.53,Unloaded,TI44204
LG47631,25.14,Checked-In,TI44204
LG47632,21.42,Loaded,TI44205
LG47633,7.71,Loaded,TI44207
LG47634,14.34,Loaded,TI44208
LG47635,18.51,Loaded,TI44208
LG47636,8.7,Unloaded,TI44209
LG47637,7.69,Checked-In,TI44209
LG47638,8.3,Unloaded,TI44211
LG47639,12.95,Loaded,TI44211
LG47640,15.57,Loaded,TI44212
LG47641,28.27,Unloaded,TI44213
LG47642,25.84,Checked-In,TI44214
LG47643,18.35,Checked-In,TI44215
LG47644,18.99,Loaded,TI44215
LG47645,14.46,Checked-In,TI44216
LG47646,17.15,Checked-In,TI44217
LG47647,11.04,Unloaded,TI44217
LG47648,14.67,Checked-In,TI44218
LG47649,30.02,Checked-In,TI44219
LG47650,13.37,Loaded,TI44219
LG47651,11.3,Checked-In,TI44220
LG47652,19.85,Unloaded,TI44221
LG47653,9.69,Unloaded,TI44222
LG47654,7.38,Checked-In,TI44223
LG47655,7.11,Checked-In,TI44223
LG47656,15.51,Checked-In,TI44224
LG47657,31.71,Checked-In,TI44226
LG47658,22.21,Loaded,TI44227
LG47659,29.73,Checked-In,TI44227
LG47660,26.73,Checked-In,TI44228
LG47661,22.46,Unloaded,TI44230
LG47662,13.96,Loaded,TI44231
LG47663,12.34,Loaded,TI44231
LG47664,31.71,Loaded,TI44232
LG47665,14.67,Loaded,TI44233
LG47666,9.25,Checked-In,TI44234
LG47667,31.4,Loaded,TI44235
LG47668,30.32,Loaded,TI44235
LG47669,14.63,Loaded,TI44236
LG47670,18.91,Loaded,TI44237
LG47671,17.83,Unloaded,TI44237
LG47672,28.09,Unloaded,TI44238
LG47673,25.1,Loaded,TI44238
LG47674,8.7,Unloaded,TI44239
LG47675,23.83,Unloaded,TI44240
LG47676,28.15,Unloaded,TI44241
LG47677,15.3,Checked-In,TI44241
LG47678,26.29,Unloaded,TI44242
LG47679,31.36,Loaded,TI44242
LG47680,26.24,Unloaded,TI44243
LG47681,8.71,Checked-In,TI44244
LG47682,17.31,Unloaded,TI44245
LG47683,25.06,Unloaded,TI44245
LG47684,27.88,Checked-In,TI44246
LG47685,19.67,Unloaded,TI44247
LG47686,21.67,Checked-In,TI44247
LG47687,8.52,Loaded,TI44248
LG47688,23.06,Unloaded,TI44249
LG47689,12.29,Loaded,TI44249
LG47690,31.39,Loaded,TI44250
LG47691,31.37,Unloaded,TI44250
LG47692,16.47,Loaded,TI44251
LG47693,24.77,Checked-In,TI44253
LG47694,27.06,Loaded,TI44253
LG47695,15.12,Checked-In,TI44255
LG47696,13.82,Checked-In,TI44257
LG47697,19.51,Checked-In,TI44257
LG47698,15.16,Checked-In,TI44259
LG47699,10.94,Loaded,TI44260
LG47700,8.57,Unloaded,TI44261
LG47701,27.46,Checked-In,TI44263
LG47702,16.96,Loaded,TI44263
LG47703,25.6,Unloaded,TI44265
LG47704,21.68,Checked-In,TI44266
LG47705,11.71,Loaded,TI44267
LG47706,13.35,Checked-In,TI44267
LG47707,24.73,Checked-In,TI44268
LG47708,26.43,Loaded,TI44268
LG47709,25.99,Checked-In,TI44269
LG47710,17.98,Checked-In,TI44270
LG47711,19.35,Checked-In,TI44271
LG47712,26.56,Checked-In,TI44272
LG47713,31.61,Unloaded,TI44272
LG47714,17.84,Loaded,TI44273
LG47715,19.71,Unloaded,TI44273
LG47716,20.23,Checked-In,TI44274
LG47717,22.05,Unloaded,TI44274
LG47718,22.23,Unloaded,TI44277
LG47719,31.98,Loaded,TI44278
LG47720,10.54,Unloaded,TI44278
LG47721,30.39,Checked-In,TI44279
LG47722,17.51,Loaded,TI44279
LG47723,28.46,Unloaded,TI44281
LG47724,23.96,Checked-In,TI44281
LG47725,22.74,Unloaded,TI44282
LG47726,27.3,Unloaded,TI44283
LG47727,11.79,Unloaded,TI44284
LG47728,25.84,Checked-In,TI44286
LG47729,19.29,Unloaded,TI44286
LG47730,10.48,Loaded,TI44287
LG47731,23.7,Unloaded,TI44288
LG47732,23.88,Unloaded,TI44288
LG47733,7.29,Unloaded,TI44289
LG47734,29.83,Loaded,TI44290
LG47735,26.86,Unloaded,TI44290
LG47736,31.71,Loaded,TI44291
LG47737,9.48,Checked-In,TI44292
LG47738,25.78,Loaded,TI44292
LG47739,31.32,Checked-In,TI44293
LG47740,26.37,Checked-In,TI44294
LG47741,24.14,Loaded,TI44294
LG47742,26.29,Unloaded,TI44295
LG47743,21.73,Checked-In,TI44296
LG47744,12.63,Loaded,TI44296
LG47745,15.57,Checked-In,TI44298
LG47746,21.62,Checked-In,TI44298
LG47747,19.59,Loaded,TI44299
LG47748,20.69,Unloaded,TI44300
LG47749,29.26,Loaded,TI44300
LG47750,9.64,Checked-In,TI44301
LG47751,8.72,Unloaded,TI44302
LG47752,31.33,Checked-In,TI44302
LG47753,11.52,Checked-In,TI44303
LG47754,26.67,Loaded,TI44303
LG47755,25.05,Loaded,TI44305
LG47756,8.89,Unloaded,TI44306
LG47757,12.48,Loaded,TI44306
LG47758,9.24,Checked-In,TI44308
LG47759,11.07,Checked-In,TI44310
LG47760,23.36,Loaded,TI44310
LG47761,25.96,Unloaded,TI44312
LG47762,24.19,Checked-In,TI44312
LG47763,10.17,Loaded,TI44313
LG47764,27.83,Unloaded,TI44314
LG47765,23.92,Loaded,TI44314
LG47766,30.89,Checked-In,TI44315
LG47767,10.4,Checked-In,TI44315
LG47768,16.73,Unloaded,TI44316
LG47769,19.4,Unloaded,TI44316
LG47770,11.26,Checked-In,TI44318
LG47771,11.53,Checked-In,TI44318
LG47772,15.44,Checked-In,TI44319
LG47773,17.24,Checked-In,TI44320
LG47774,24.97,Unloaded,TI44321
LG47775,12.07,Unloaded,TI44321
LG47776,17.9,Loaded,TI44322
LG47777,8.43,Unloaded,TI44322
LG47778,16.06,Checked-In,TI44323
LG47779,7.3,Unloaded,TI44323
LG47780,30.75,Unloaded,TI44325
LG47781,16.75,Loaded,TI44325
LG47782,29.82,Unloaded,TI44327
LG47783,9.93,Loaded,TI44328
LG47784,21.47,Loaded,TI44328
LG47785,19.47,Checked-In,TI44331
LG47786,28.28,Loaded,TI44332
LG47787,26.29,Unloaded,TI44332
LG47788,14.33,Loaded,TI44335
LG47789,16.47,Checked-In,TI44335
LG47790,15.49,Unloaded,TI44337
LG47791,8.1,Unloaded,TI44339
LG47792,27.8,Checked-In,TI44339
LG47793,13.57,Checked-In,TI44340
LG47794,27.12,Loaded,TI44340
LG47795,15.16,Loaded,TI44343
LG47796,20.89,Unloaded,TI44343
LG47797,31.1,Checked-In,TI44344
LG47798,24.6,Checked-In,TI44345
LG47799,25.23,Checked-In,TI44348
LG47800,11.76,Unloaded,TI44349
LG47801,24.59,Loaded,TI44349
LG47802,30.43,Unloaded,TI44350
LG47803,28.41,Unloaded,TI44351
LG47804,27.86,Unloaded,TI44351
LG47805,15.11,Loaded,TI44354
LG47806,10.25,Unloaded,TI44354
LG47807,20.55,Checked-In,TI44355
LG47808,22.75,Checked-In,TI44355
LG47809,21.82,Loaded,TI44356
LG47810,24.9,Checked-In,TI44356
LG47811,15.23,Loaded,TI44357
LG47812,24.99,Checked-In,TI44357
LG47813,29.66,Checked-In,TI44359
LG47814,28.75,Loaded,TI44359
LG47815,30.03,Unloaded,TI44360
LG47816,14.03,Checked-In,TI44360
LG47817,29.35,Checked-In,TI44361
LG47818,8.92,Unloaded,TI44362
LG47819,14.87,Unloaded,TI44363
LG47820,31.82,Checked-In,TI44363
LG47821,25.03,Unloaded,TI44364
LG47822,14.97,Unloaded,TI44364
LG47823,9.19,Checked-In,TI44365
LG47824,31.65,Loaded,TI44365
LG47825,14.0,Unloaded,TI44366
LG47826,12.01,Loaded,TI44367
LG47827,16.01,Unloaded,TI44367
LG47828,30.39,Loaded,TI44368
LG47829,15.67,Loaded,TI44368
LG47830,15.38,Loaded,TI44369
LG47831,9.89,Unloaded,TI44369
LG47832,18.38,Unloaded,TI44370
LG47833,12.75,Checked-In,TI44370
LG47834,12.11,Unloaded,TI44372
LG47835,30.63,Unloaded,TI44374
LG47836,27.9,Loaded,TI44375
LG47837,30.28,Loaded,TI44376
LG47838,29.85,Loaded,TI44376
LG47839,15.74,Loaded,TI44378
LG47840,16.82,Checked-In,TI44379
LG47841,12.74,Loaded,TI44381
LG47842,29.14,Checked-In,TI44382
LG47843,23.69,Checked-In,TI44383
LG47844,26.39,Loaded,TI44383
LG47845,25.47,Loaded,TI44385
LG47846,31.02,Checked-In,TI44388
LG47847,7.52,Checked-In,TI44388
LG47848,25.57,Loaded,TI44389
LG47849,20.95,Unloaded,TI44389
LG47850,14.02,Checked-In,TI44392
LG47851,13.18,Unloaded,TI44392
LG47852,10.9,Checked-In,TI44393
LG47853,18.11,Unloaded,TI44393
LG47854,22.18,Unloaded,TI44394
LG47855,9.3,Checked-In,TI44394
LG47856,9.61,Unloaded,TI44396
LG47857,28.3,Unloaded,TI44396
LG47858,19.19,Loaded,TI44397
LG47859,31.42,Unloaded,TI44397
LG47860,7.42,Unloaded,TI44400
LG47861,9.52,Loaded,TI44401
LG47862,14.43,Unloaded,TI44403
LG47863,9.36,Checked-In,TI44403
LG47864,14.12,Unloaded,TI44405
LG47865,22.64,Unloaded,TI44406
LG47866,23.77,Checked-In,TI44407
LG47867,7.24,Checked-In,TI44407
LG47868,26.37,Loaded,TI44408
LG47869,17.66,Checked-In,TI44408
LG47870,20.19,Unloaded,TI44410
LG47871,19.8,Unloaded,TI44412
LG47872,11.85,Loaded,TI44412
LG47873,27.73,Unloaded,TI44414
LG47874,8.05,Unloaded,TI44415
LG47875,20.53,Loaded,TI44415
LG47876,12.84,Unloaded,TI44417
LG47877,31.33,Loaded,TI44417
LG47878,29.69,Checked-In,TI44419
LG47879,14.65,Unloaded,TI44419
LG47880,27.71,Checked-In,TI44420
LG47881,29.14,Unloaded,TI44422
LG47882,26.51,Loaded,TI44422
LG47883,17.45,Loaded,TI44424
LG47884,26.81,Unloaded,TI44425
LG47885,12.97,Unloaded,TI44426
LG47886,12.99,Unloaded,TI44427
LG47887,30.5,Unloaded,TI44428
LG47888,24.47,Unloaded,TI44428
LG47889,30.18,Loaded,TI44429
LG47890,18.94,Loaded,TI44431
LG47891,14.47,Loaded,TI44431
LG47892,10.96,Loaded,TI44432
LG47893,20.69,Unloaded,TI44432
LG47894,17.51,Loaded,TI44433
LG47895,19.44,Unloaded,TI44433
LG47896,26.72,Checked-In,TI44434
LG47897,11.82,Unloaded,TI44435
LG47898,11.72,Loaded,TI44435
LG47899,25.57,Loaded,TI44436
LG47900,8.44,Unloaded,TI44437
LG47901,18.51,Checked-In,TI44438
LG47902,7.63,Unloaded,TI44439
LG47903,23.66,Loaded,TI44439
LG47904,18.9,Loaded,TI44440
LG47905,27.36,Unloaded,TI44441
LG47906,12.25,Loaded,TI44442
LG47907,26.11,Loaded,TI44443
LG47908,19.66,Checked-In,TI44443
LG47909,26.33,Unloaded,TI44444
LG47910,20.4,Loaded,TI44444
LG47911,31.52,Loaded,TI44445
LG47912,7.6,Loaded,TI44445
LG47913,20.34,Checked-In,TI44446
LG47914,14.92,Checked-In,TI44446
LG47915,13.89,Unloaded,TI44448
LG47916,11.48,Checked-In,TI44448
LG47917,14.56,Checked-In,TI44449
LG47918,18.12,Loaded,TI44450
LG47919,27.43,Unloaded,TI44450
LG47920,21.44,Unloaded,TI44451
LG47921,31.41,Loaded,TI44451
LG47922,29.64,Unloaded,TI44453
LG47923,17.2,Unloaded,TI44453
LG47924,29.67,Unloaded,TI44455
LG47925,31.93,Checked-In,TI44456
LG47926,13.42,Unloaded,TI44457
LG47927,25.3,Loaded,TI44457
LG47928,9.96,Unloaded,TI44459
LG47929,17.51,Unloaded,TI44461
LG47930,10.23,Loaded,TI44461
LG47931,11.41,Checked-In,TI44463
LG47932,19.43,Unloaded,TI44463
LG47933,17.98,Checked-In,TI44464
LG47934,28.59,Checked-In,TI44465
LG47935,18.86,Loaded,TI44467
LG47936,30.18,Unloaded,TI44467
LG47937,12.01,Checked-In,TI44468
LG47938,7.19,Unloaded,TI44470
LG47939,21.03,Unloaded,TI44472
LG47940,27.67,Loaded,TI44472
LG47941,14.99,Loaded,TI44473
LG47942,31.11,Unloaded,TI44474
LG47943,22.95,Checked-In,TI44474
LG47944,22.45,Unloaded,TI44475
LG47945,22.25,Loaded,TI44475
LG47946,27.64,Checked-In,TI44476
LG47947,20.65,Unloaded,TI44476
LG47948,16.64,Unloaded,TI44478
LG47949,29.24,Loaded,TI44478
LG47950,10.86,Loaded,TI44479
LG47951,30.37,Checked-In,TI44479
LG47952,31.93,Loaded,TI44480
LG47953,24.5,Unloaded,TI44480
LG47954,24.58,Unloaded,TI44481
LG47955,18.89,Loaded,TI44481
LG47956,28.78,Checked-In,TI44483
LG47957,23.42,Unloaded,TI44484
LG47958,30.67,Loaded,TI44485
LG47959,27.49,Unloaded,TI44486
LG47960,24.51,Loaded,TI44486
LG47961,26.05,Loaded,TI44487
LG47962,22.71,Checked-In,TI44487
LG47963,31.95,Unloaded,TI44489
LG47964,19.76,Loaded,TI44490
LG47965,8.34,Loaded,TI44490
LG47966,18.23,Checked-In,TI44491
LG47967,17.63,Loaded,TI44491
LG47968,28.05,Checked-In,TI44492
LG47969,11.1,Loaded,TI44492
LG47970,16.2,Unloaded,TI44494
LG47971,31.73,Checked-In,TI44494
LG47972,9.37,Checked-In,TI44495
LG47973,31.57,Loaded,TI44496
LG47974,27.47,Loaded,TI44498
LG47975,21.72,Checked-In,TI44498
LG47976,21.16,Loaded,TI44500
LG47977,26.6,Loaded,TI44500
LG47978,31.57,Checked-In,TI44503
LG47979,28.76,Loaded,TI44505
LG47980,31.66,Unloaded,TI44505
LG47981,24.36,Unloaded,TI44507
LG47982,11.92,Loaded,TI44507
LG47983,22.1,Loaded,TI44511
LG47984,18.29,Checked-In,TI44511
LG47985,19.41,Checked-In,TI44512
LG47986,23.95,Checked-In,TI44512
LG47987,9.9,Loaded,TI44514
LG47988,29.09,Loaded,TI44514
LG47989,19.8,Loaded,TI44515
LG47990,28.98,Loaded,TI44515
LG47991,17.74,Loaded,TI44516
LG47992,9.55,Loaded,TI44516
LG47993,31.34,Checked-In,TI44517
LG47994,21.63,Checked-In,TI44517
LG47995,8.82,Checked-In,TI44518
LG47996,8.5,Loaded,TI44518
LG47997,9.48,Loaded,TI44519
LG47998,29.91,Checked-In,TI44520
LG47999,18.02,Loaded,TI44520
LG48000,10.94,Unloaded,TI44521
LG48001,31.09,Loaded,TI44522
LG48002,20.2,Unloaded,TI44522
LG48003,29.06,Unloaded,TI44523
LG48004,17.65,Unloaded,TI44523
LG48005,17.76,Checked-In,TI44524
LG48006,17.51,Loaded,TI44525
LG48007,11.3,Checked-In,TI44525
LG48008,22.5,Loaded,TI44527
LG48009,31.71,Checked-In,TI44529
LG48010,24.17,Loaded,TI44531
LG48011,7.44,Loaded,TI44531
LG48012,22.46,Unloaded,TI44532
LG48013,21.51,Loaded,TI44534
LG48014,25.42,Loaded,TI44534
LG48015,8.5,Unloaded,TI44537
LG48016,22.05,Loaded,TI44539
LG48017,29.27,Checked-In,TI44539
LG48018,13.26,Checked-In,TI44541
LG48019,28.91,Checked-In,TI44541
LG48020,27.53,Loaded,TI44542
LG48021,17.06,Unloaded,TI44542
LG48022,26.92,Loaded,TI44543
LG48023,24.77,Loaded,TI44544
LG48024,15.64,Loaded,TI44546
LG48025,10.85,Unloaded,TI44546
LG48026,20.97,Checked-In,TI44547
LG48027,31.73,Checked-In,TI44548
LG48028,21.29,Checked-In,TI44548
LG48029,12.17,Loaded,TI44549
LG48030,27.29,Checked-In,TI44549
LG48031,9.1,Checked-In,TI44550
LG48032,30.89,Loaded,TI44552
LG48033,31.42,Loaded,TI44552
LG48034,30.77,Unloaded,TI44553
LG48035,19.42,Loaded,TI44554
LG48036,14.85,Loaded,TI44554
LG48037,26.0,Unloaded,TI44556
LG48038,28.66,Checked-In,TI44557
LG48039,31.59,Unloaded,TI44557
LG48040,20.0,Checked-In,TI44558
LG48041,15.34,Loaded,TI44558
LG48042,23.74,Unloaded,TI44560
LG48043,7.28,Loaded,TI44561
LG48044,13.68,Checked-In,TI44562
LG48045,25.77,Loaded,TI44562
LG48046,16.74,Loaded,TI44566
LG48047,20.51,Loaded,TI44567
LG48048,30.53,Checked-In,TI44568
LG48049,19.14,Unloaded,TI44569
LG48050,30.33,Unloaded,TI44569
LG48051,10.27,Unloaded,TI44570
LG48052,27.95,Unloaded,TI44571
LG48053,26.64,Unloaded,TI44572
LG48054,30.68,Loaded,TI44572
LG48055,20.05,Loaded,TI44573
LG48056,19.42,Unloaded,TI44573
LG48057,23.42,Loaded,TI44574
LG48058,29.11,Loaded,TI44575
LG48059,8.41,Unloaded,TI44575
LG48060,9.48,Unloaded,TI44576
LG48061,8.55,Unloaded,TI44576
LG48062,17.05,Unloaded,TI44577
LG48063,9.63,Loaded,TI44580
LG48064,22.31,Checked-In,TI44580
LG48065,23.83,Checked-In,TI44581
LG48066,31.82,Loaded,TI44581
LG48067,9.32,Loaded,TI44582
LG48068,31.49,Checked-In,TI44583
LG48069,12.51,Loaded,TI44584
LG48070,25.99,Loaded,TI44584
LG48071,30.72,Loaded,TI44585
LG48072,10.2,Unloaded,TI44585
LG48073,28.44,Unloaded,TI44586
LG48074,16.39,Unloaded,TI44587
LG48075,14.11,Unloaded,TI44587
LG48076,17.71,Unloaded,TI44588
LG48077,26.8,Unloaded,TI44589
LG48078,9.5,Checked-In,TI44591
LG48079,28.87,Unloaded,TI44591
LG48080,11.39,Unloaded,TI44592
LG48081,9.33,Unloaded,TI44593
LG48082,28.2,Loaded,TI44594
LG48083,31.64,Unloaded,TI44594
LG48084,13.63,Loaded,TI44595
LG48085,20.72,Checked-In,TI44596
LG48086,19.62,Checked-In,TI44597
LG48087,28.34,Loaded,TI44598
LG48088,7.03,Checked-In,TI44599
LG48089,22.55,Loaded,TI44599
LG48090,29.57,Loaded,TI44601
LG48091,15.08,Checked-In,TI44601
LG48092,30.19,Unloaded,TI44604
LG48093,22.16,Checked-In,TI44610
LG48094,21.09,Checked-In,TI44610
LG48095,16.47,Unloaded,TI44613
LG48096,24.51,Loaded,TI44613
LG48097,10.78,Loaded,TI44614
LG48098,28.09,Loaded,TI44615
LG48099,19.65,Loaded,TI44616
LG48100,14.86,Unloaded,TI44616
LG48101,15.3,Checked-In,TI44618
LG48102,7.03,Loaded,TI44618
LG48103,20.85,Checked-In,TI44620
LG48104,7.09,Unloaded,TI44620
LG48105,9.59,Unloaded,TI44621
LG48106,10.06,Unloaded,TI44622
LG48107,20.97,Loaded,TI44622
LG48108,23.8,Loaded,TI44623
LG48109,12.55,Checked-In,TI44623
LG48110,14.52,Loaded,TI44624
LG48111,26.74,Unloaded,TI44624
LG48112,18.82,Loaded,TI44625
LG48113,9.6,Checked-In,TI44627
LG48114,19.81,Loaded,TI44627
LG48115,7.91,Unloaded,TI44628
LG48116,14.04,Checked-In,TI44629
LG48117,13.84,Unloaded,TI44629
LG48118,21.79,Loaded,TI44630
LG48119,12.84,Unloaded,TI44631
LG48120,19.73,Unloaded,TI44631
LG48121,26.53,Unloaded,TI44634
LG48122,24.92,Checked-In,TI44634
LG48123,31.64,Unloaded,TI44636
LG48124,8.17,Unloaded,TI44636
LG48125,7.48,Checked-In,TI44638
LG48126,28.04,Loaded,TI44638
LG48127,12.55,Unloaded,TI44639
LG48128,28.28,Checked-In,TI44641
LG48129,13.2,Loaded,TI44641
LG48130,12.56,Checked-In,TI44643
LG48131,23.09,Unloaded,TI44643
LG48132,23.24,Unloaded,TI44644
LG48133,17.69,Loaded,TI44646
LG48134,18.77,Loaded,TI44646
LG48135,20.21,Unloaded,TI44647
LG48136,8.92,Unloaded,TI44648
LG48137,28.11,Unloaded,TI44648
LG48138,19.87,Unloaded,TI44649
LG48139,24.11,Checked-In,TI44649
LG48140,27.14,Loaded,TI44650
LG48141,21.34,Checked-In,TI44651
LG48142,24.72,Loaded,TI44651
LG48143,17.67,Checked-In,TI44654
LG48144,18.06,Unloaded,TI44654
LG48145,12.48,Loaded,TI44657
LG48146,13.9,Loaded,TI44657
LG48147,10.67,Loaded,TI44658
LG48148,15.88,Loaded,TI44658
LG48149,28.55,Unloaded,TI44659
LG48150,11.35,Loaded,TI44659
LG48151,10.63,Checked-In,TI44660
LG48152,21.36,Checked-In,TI44660
LG48153,17.79,Checked-In,TI44661
LG48154,13.95,Checked-In,TI44661
LG48155,7.09,Unloaded,TI44664
LG48156,21.33,Checked-In,TI44664
LG48157,7.28,Checked-In,TI44666
LG48158,8.53,Checked-In,TI44667
LG48159,26.98,Loaded,TI44667
LG48160,9.95,Unloaded,TI44668
LG48161,13.68,Checked-In,TI44668
LG48162,15.89,Loaded,TI44669
LG48163,24.33,Checked-In,TI44670
LG48164,14.49,Loaded,TI44670
LG48165,11.69,Unloaded,TI44671
LG48166,25.63,Checked-In,TI44671
LG48167,25.84,Loaded,TI44672
LG48168,25.22,Unloaded,TI44673
LG48169,14.95,Checked-In,TI44673
LG48170,19.51,Checked-In,TI44674
LG48171,12.52,Checked-In,TI44674
LG48172,23.05,Checked-In,TI44676
LG48173,30.15,Unloaded,TI44677
LG48174,7.22,Unloaded,TI44678
LG48175,8.55,Checked-In,TI44681
LG48176,12.63,Unloaded,TI44682
LG48177,11.39,Loaded,TI44683
LG48178,29.31,Checked-In,TI44683
LG48179,8.41,Loaded,TI44684
LG48180,24.0,Unloaded,TI44684
LG48181,17.45,Unloaded,TI44685
LG48182,16.5,Loaded,TI44685
LG48183,7.41,Unloaded,TI44688
LG48184,25.33,Unloaded,TI44688
LG48185,19.72,Checked-In,TI44690
LG48186,19.83,Unloaded,TI44692
LG48187,12.3,Unloaded,TI44692
LG48188,29.04,Unloaded,TI44693
LG48189,11.97,Unloaded,TI44695
LG48190,24.62,Loaded,TI44696
LG48191,10.68,Checked-In,TI44696
LG48192,12.49,Unloaded,TI44699
LG48193,12.69,Unloaded,TI44699
LG48194,27.44,Loaded,TI44700
LG48195,19.47,Loaded,TI44700
LG48196,25.75,Unloaded,TI44701
LG48197,10.33,Loaded,TI44702
LG48198,11.5,Checked-In,TI44702
LG48199,25.56,Checked-In,TI44703
LG48200,23.28,Loaded,TI44703
LG48201,27.53,Unloaded,TI44705
LG48202,20.56,Checked-In,TI44707
LG48203,25.55,Unloaded,TI44708
LG48204,22.4,Unloaded,TI44708
LG48205,29.39,Loaded,TI44709
LG48206,25.14,Checked-In,TI44709
LG48207,30.34,Checked-In,TI44710
LG48208,8.47,Checked-In,TI44711
LG48209,19.06,Unloaded,TI44711
LG48210,25.01,Unloaded,TI44715
LG48211,26.79,Unloaded,TI44716
LG48212,11.09,Loaded,TI44716
LG48213,16.66,Unloaded,TI44719
LG48214,10.57,Checked-In,TI44720
LG48215,24.82,Loaded,TI44720
LG48216,23.73,Loaded,TI44721
LG48217,13.79,Unloaded,TI44722
LG48218,22.52,Checked-In,TI44722
LG48219,15.42,Loaded,TI44724
LG48220,26.12,Loaded,TI44724
LG48221,24.14,Loaded,TI44725
LG48222,28.76,Checked-In,TI44728
LG48223,15.33,Checked-In,TI44729
LG48224,7.3,Checked-In,TI44732
LG48225,30.71,Loaded,TI44733
LG48226,15.9,Checked-In,TI44733
LG48227,28.66,Loaded,TI44735
LG48228,22.52,Unloaded,TI44736
LG48229,13.06,Loaded,TI44736
LG48230,28.68,Checked-In,TI44737
LG48231,29.44,Unloaded,TI44739
LG48232,30.54,Unloaded,TI44739
LG48233,11.09,Checked-In,TI44740
LG48234,10.34,Unloaded,TI44740
LG48235,17.05,Loaded,TI44741
LG48236,17.58,Unloaded,TI44741
LG48237,14.21,Loaded,TI44743
LG48238,14.58,Unloaded,TI44743
LG48239,12.94,Unloaded,TI44744
LG48240,25.32,Checked-In,TI44744
LG48241,24.35,Unloaded,TI44745
LG48242,25.86,Unloaded,TI44746
LG48243,20.82,Loaded,TI44746
LG48244,14.65,Unloaded,TI44748
LG48245,22.91,Loaded,TI44748
LG48246,15.74,Unloaded,TI44749
LG48247,31.03,Unloaded,TI44749
LG48248,10.89,Unloaded,TI44750
LG48249,31.97,Unloaded,TI44751
LG48250,21.67,Loaded,TI44752
LG48251,16.11,Unloaded,TI44754
LG48252,24.66,Checked-In,TI44754
LG48253,12.62,Unloaded,TI44755
LG48254,17.9,Loaded,TI44756
LG48255,17.09,Checked-In,TI44760
LG48256,26.92,Checked-In,TI44760
LG48257,28.64,Unloaded,TI44761
LG48258,23.97,Loaded,TI44762
LG48259,21.79,Loaded,TI44763
LG48260,28.83,Loaded,TI44763
LG48261,30.37,Checked-In,TI44764
LG48262,19.09,Loaded,TI44764
LG48263,21.76,Loaded,TI44767
LG48264,10.77,Checked-In,TI44768
LG48265,9.24,Checked-In,TI44768
LG48266,25.16,Checked-In,TI44770
LG48267,11.28,Loaded,TI44772
LG48268,22.75,Checked-In,TI44772
LG48269,25.84,Unloaded,TI44773
LG48270,12.52,Unloaded,TI44774
LG48271,24.29,Unloaded,TI44775
LG48272,12.36,Checked-In,TI44775
LG48273,29.92,Unloaded,TI44776
LG48274,19.0,Loaded,TI44778
LG48275,28.56,Loaded,TI44779
LG48276,14.41,Loaded,TI44779
LG48277,24.36,Unloaded,TI44782
LG48278,20.17,Checked-In,TI44782
LG48279,14.33,Unloaded,TI44783
LG48280,23.59,Checked-In,TI44783
LG48281,18.24,Unloaded,TI44784
LG48282,7.64,Loaded,TI44786
LG48283,25.93,Loaded,TI44788
LG48284,10.53,Checked-In,TI44788
LG48285,17.9,Checked-In,TI44789
LG48286,25.98,Checked-In,TI44790
LG48287,19.72,Checked-In,TI44791
LG48288,19.46,Checked-In,TI44791
LG48289,17.6,Loaded,TI44792
LG48290,18.37,Unloaded,TI44792
LG48291,9.27,Loaded,TI44793
LG48292,29.35,Unloaded,TI44794
LG48293,22.29,Unloaded,TI44796
LG48294,7.79,Checked-In,TI44796
LG48295,22.8,Loaded,TI44797
LG48296,22.19,Unloaded,TI44797
LG48297,16.28,Unloaded,TI44798
LG48298,12.86,Checked-In,TI44798
LG48299,28.99,Unloaded,TI44799
LG48300,30.87,Checked-In,TI44799
LG48301,12.16,Checked-In,TI44801
LG48302,26.3,Checked-In,TI44802
LG48303,25.04,Checked-In,TI44803
LG48304,20.57,Loaded,TI44804
LG48305,26.8,Loaded,TI44806
LG48306,31.52,Checked-In,TI44807
LG48307,9.77,Checked-In,TI44809
LG48308,20.6,Checked-In,TI44810
LG48309,29.18,Unloaded,TI44810
LG48310,19.74,Loaded,TI44811
LG48311,24.36,Checked-In,TI44813
LG48312,9.67,Loaded,TI44814
LG48313,22.23,Checked-In,TI44815
LG48314,11.74,Unloaded,TI44816
LG48315,28.14,Loaded,TI44816
LG48316,28.29,Checked-In,TI44817
LG48317,12.59,Unloaded,TI44817
LG48318,13.18,Checked-In,TI44818
LG48319,28.89,Unloaded,TI44819
LG48320,20.75,Loaded,TI44820
LG48321,7.85,Unloaded,TI44820
LG48322,14.58,Checked-In,TI44821
LG48323,22.76,Checked-In,TI44822
LG48324,28.21,Checked-In,TI44823
LG48325,8.33,Checked-In,TI44823
LG48326,20.42,Loaded,TI44824
LG48327,7.64,Loaded,TI44825
LG48328,18.1,Loaded,TI44825
LG48329,28.68,Unloaded,TI44826
LG48330,24.96,Unloaded,TI44828
LG48331,27.84,Checked-In,TI44828
LG48332,9.52,Checked-In,TI44829
LG48333,21.56,Loaded,TI44829
LG48334,10.25,Loaded,TI44832
LG48335,27.57,Unloaded,TI44833
LG48336,24.74,Loaded,TI44833
LG48337,18.25,Loaded,TI44834
LG48338,27.76,Loaded,TI44834
LG48339,17.27,Unloaded,TI44837
