SecurityLogID,RestrictedItemFound
SE38168,Sharp object
SE38168,Liquid over 100ml
SE38181,Aerosol can
SE38181,Liquid over 100ml
SE38186,Knife
SE38186,Lighter
SE38186,Battery pack
SE38197,Knife
SE38197,Lighter
SE38206,Knife
SE38206,Liquid over 100ml
SE38212,Sharp object
SE38212,Aerosol can
SE38212,Knife
SE38218,Aerosol can
SE38218,Sharp object
SE38218,Lighter
SE38228,Sharp object
SE38237,Knife
SE38237,Sharp object
SE38237,Battery pack
SE38246,Aerosol can
SE38246,Lighter
SE38246,Knife
SE38254,Battery pack
SE38254,Aerosol can
SE38254,Sharp object
SE38256,Knife
SE38256,Battery pack
SE38261,Sharp object
SE38261,Knife
SE38261,Lighter
SE38276,Lighter
SE38276,Knife
SE38276,Aerosol can
SE38284,Aerosol can
SE38284,Lighter
SE38284,Knife
SE38290,Aerosol can
SE38297,Knife
SE38297,Sharp object
SE38313,Lighter
SE38331,Lighter
SE38333,Knife
SE38333,Liquid over 100ml
SE38333,Sharp object
SE38342,Aerosol can
SE38348,Aerosol can
SE38348,Liquid over 100ml
SE38348,Sharp object
SE38378,Lighter
SE38378,Sharp object
SE38412,Battery pack
SE38412,Liquid over 100ml
SE38424,Lighter
SE38424,Sharp object
SE38428,Battery pack
SE38428,Sharp object
SE38440,Sharp object
SE38440,Lighter
SE38440,Knife
SE38449,Knife
SE38449,Liquid over 100ml
SE38449,Battery pack
SE38467,Sharp object
SE38467,Lighter
SE38486,Sharp object
SE38486,Lighter
SE38502,Battery pack
SE38502,Sharp object
SE38523,Aerosol can
SE38523,Sharp object
SE38524,Sharp object
SE38526,Aerosol can
SE38551,Knife
SE38551,Battery pack
SE38551,Sharp object
SE38552,Aerosol can
SE38552,Liquid over 100ml
SE38552,Lighter
SE38555,Lighter
SE38555,Liquid over 100ml
SE38555,Sharp object
SE38560,Sharp object
SE38560,Aerosol can
SE38578,Knife
SE38578,Lighter
SE38578,Sharp object
SE38593,Lighter
SE38593,Aerosol can
SE38593,Liquid over 100ml
SE38598,Knife
SE38598,Aerosol can
SE38605,Aerosol can
SE38605,Battery pack
SE38605,Sharp object
SE38608,Aerosol can
SE38627,Liquid over 100ml
SE38627,Battery pack
SE38627,Lighter
SE38630,Aerosol can
SE38630,Knife
SE38637,Battery pack
SE38648,Aerosol can
SE38648,Knife
SE38648,Battery pack
SE38655,Knife
SE38655,Liquid over 100ml
SE38655,Aerosol can
SE38672,Aerosol can
SE38682,Battery pack
SE38682,Lighter
SE38682,Sharp object
SE38690,Knife
SE38690,Sharp object
SE38723,Liquid over 100ml
SE38723,Lighter
SE38723,Knife
SE38729,Sharp object
SE38729,Aerosol can
SE38736,Liquid over 100ml
SE38736,Battery pack
SE38738,Aerosol can
SE38738,Lighter
SE38751,Sharp object
SE38751,Aerosol can
SE38751,Liquid over 100ml
SE38761,Sharp object
SE38761,Aerosol can
SE38761,Knife
SE38770,Knife
SE38776,Lighter
SE38776,Sharp object
SE38776,Aerosol can
SE38786,Battery pack
SE38806,Knife
SE38806,Aerosol can
SE38806,Liquid over 100ml
SE38829,Liquid over 100ml
SE38829,Lighter
SE38840,Sharp object
SE38840,Knife
SE38846,Knife
SE38854,Liquid over 100ml
SE38854,Lighter
SE38854,Battery pack
SE38855,Lighter
SE38855,Battery pack
SE38857,Knife
SE38878,Liquid over 100ml
SE38878,Sharp object
SE38878,Aerosol can
SE38884,Lighter
SE38884,Knife
SE38884,Aerosol can
SE38889,Sharp object
SE38891,Knife
SE38891,Liquid over 100ml
SE38891,Battery pack
SE38931,Liquid over 100ml
SE38940,Sharp object
SE38954,Aerosol can
SE38958,Knife
SE38958,Battery pack
SE38958,Aerosol can
SE38975,Aerosol can
SE38988,Knife
SE38988,Lighter
SE38988,Sharp object
SE38991,Liquid over 100ml
SE38991,Knife
SE38991,Aerosol can
SE38995,Aerosol can
SE38995,Sharp object
SE38999,Liquid over 100ml
SE39005,Liquid over 100ml
SE39005,Battery pack
SE39005,Lighter
SE39010,Battery pack
SE39027,Sharp object
SE39029,Liquid over 100ml
SE39029,Lighter
SE39029,Battery pack
SE39035,Lighter
SE39035,Knife
SE39046,Sharp object
SE39046,Lighter
SE39049,Knife
SE39049,Lighter
SE39049,Battery pack
SE39054,Aerosol can
SE39055,Knife
SE39055,Aerosol can
SE39065,Liquid over 100ml
SE39072,Lighter
SE39072,Knife
SE39072,Aerosol can
SE39073,Battery pack
SE39088,Lighter
SE39088,Sharp object
SE39088,Aerosol can
SE39100,Aerosol can
SE39100,Sharp object
SE39104,Liquid over 100ml
SE39104,Battery pack
SE39110,Sharp object
SE39120,Sharp object
SE39120,Aerosol can
SE39123,Sharp object
SE39123,Knife
SE39123,Aerosol can
SE39131,Knife
SE39131,Lighter
SE39161,Liquid over 100ml
SE39164,Lighter
SE39166,Lighter
SE39168,Knife
SE39168,Liquid over 100ml
SE39168,Aerosol can
SE39171,Battery pack
SE39171,Lighter
SE39175,Knife
SE39175,Sharp object
SE39189,Lighter
SE39189,Knife
SE39202,Sharp object
SE39202,Liquid over 100ml
SE39210,Liquid over 100ml
SE39233,Knife
SE39233,Aerosol can
SE39233,Sharp object
SE39237,Liquid over 100ml
SE39251,Sharp object
SE39251,Lighter
SE39267,Knife
SE39278,Liquid over 100ml
SE39281,Aerosol can
SE39281,Knife
SE39282,Battery pack
SE39296,Aerosol can
SE39296,Liquid over 100ml
SE39296,Lighter
SE39319,Liquid over 100ml
SE39320,Sharp object
SE39320,Lighter
SE39350,Aerosol can
SE39350,Battery pack
SE39350,Liquid over 100ml
SE39353,Knife
SE39365,Aerosol can
SE39365,Battery pack
SE39381,Knife
SE39381,Liquid over 100ml
SE39392,Liquid over 100ml
SE39392,Knife
SE39399,Sharp object
SE39399,Lighter
SE39399,Aerosol can
SE39408,Liquid over 100ml
SE39408,Aerosol can
SE39408,Lighter
SE39410,Lighter
SE39410,Knife
SE39410,Aerosol can
SE39418,Lighter
SE39418,Liquid over 100ml
SE39418,Sharp object
SE39419,Sharp object
SE39419,Lighter
SE39443,Sharp object
SE39443,Aerosol can
SE39443,Knife
SE39470,Battery pack
SE39470,Liquid over 100ml
SE39470,Sharp object
SE39473,Liquid over 100ml
SE39473,Aerosol can
SE39481,Lighter
SE39481,Sharp object
SE39492,Liquid over 100ml
SE39497,Sharp object
SE39497,Aerosol can
SE39504,Sharp object
SE39504,Lighter
SE39508,Aerosol can
SE39508,Liquid over 100ml
SE39512,Knife
SE39517,Aerosol can
SE39517,Knife
SE39519,Aerosol can
SE39519,Battery pack
SE39545,Sharp object
SE39545,Knife
SE39582,Liquid over 100ml
SE39582,Sharp object
SE39582,Knife
SE39591,Aerosol can
SE39591,Lighter
SE39591,Sharp object
SE39605,Aerosol can
SE39618,Liquid over 100ml
SE39625,Battery pack
SE39625,Aerosol can
SE39625,Knife
SE39633,Battery pack
SE39633,Aerosol can
SE39659,Aerosol can
SE39659,Knife
SE39660,Liquid over 100ml
SE39660,Battery pack
SE39666,Liquid over 100ml
SE39666,Knife
SE39673,Lighter
SE39673,Aerosol can
SE39673,Battery pack
SE39685,Knife
SE39685,Sharp object
SE39694,Knife
SE39694,Battery pack
SE39694,Liquid over 100ml
SE39710,Lighter
SE39729,Liquid over 100ml
SE39729,Aerosol can
SE39729,Battery pack
SE39736,Aerosol can
SE39736,Liquid over 100ml
SE39738,Lighter
SE39738,Battery pack
SE39738,Sharp object
SE39747,Battery pack
SE39748,Lighter
SE39767,Aerosol can
SE39779,Battery pack
SE39779,Sharp object
SE39794,Sharp object
SE39794,Lighter
SE39794,Battery pack
SE39795,Aerosol can
SE39803,Knife
SE39803,Liquid over 100ml
SE39816,Sharp object
SE39824,Aerosol can
SE39824,Knife
SE39826,Sharp object
SE39831,Battery pack
SE39837,Liquid over 100ml
SE39839,Sharp object
SE39839,Liquid over 100ml
SE39866,Aerosol can
SE39866,Knife
SE39866,Sharp object
SE39876,Aerosol can
SE39876,Sharp object
SE39876,Liquid over 100ml
SE39887,Sharp object
SE39888,Aerosol can
SE39928,Knife
SE39928,Liquid over 100ml
SE39928,Lighter
SE39929,Liquid over 100ml
SE39929,Aerosol can
SE39934,Sharp object
SE39946,Aerosol can
SE39946,Sharp object
SE39946,Battery pack
SE39970,Lighter
SE39973,Lighter
SE39973,Battery pack
SE39984,Aerosol can
SE40000,Battery pack
SE40008,Sharp object
SE40008,Liquid over 100ml
SE40015,Sharp object
SE40015,Aerosol can
SE40027,Aerosol can
SE40028,Lighter
SE40029,Sharp object
SE40029,Aerosol can
SE40029,Knife
SE40032,Sharp object
SE40032,Lighter
SE40032,Aerosol can
SE40038,Lighter
SE40038,Battery pack
SE40050,Aerosol can
SE40050,Sharp object
SE40054,Lighter
SE40054,Sharp object
SE40079,Sharp object
SE40085,Sharp object
SE40085,Knife
SE40091,Battery pack
SE40091,Knife
SE40091,Aerosol can
SE40097,Liquid over 100ml
SE40097,Aerosol can
SE40097,Sharp object
SE40109,Lighter
SE40109,Battery pack
SE40109,Knife
SE40121,Sharp object
SE40123,Battery pack
SE40123,Aerosol can
SE40123,Liquid over 100ml
SE40126,Aerosol can
SE40126,Lighter
SE40134,Sharp object
SE40134,Liquid over 100ml
SE40138,Lighter
SE40138,Sharp object
SE40138,Battery pack
SE40140,Sharp object
SE40140,Liquid over 100ml
SE40145,Sharp object
SE40145,Lighter
SE40145,Knife
SE40149,Battery pack
SE40158,Lighter
SE40158,Knife
SE40158,Aerosol can
SE40161,Liquid over 100ml
SE40161,Sharp object
SE40174,Knife
SE40174,Liquid over 100ml
SE40174,Sharp object
SE40197,Sharp object
SE40202,Sharp object
SE40202,Battery pack
SE40202,Lighter
SE40216,Liquid over 100ml
SE40216,Lighter
SE40224,Sharp object
SE40228,Knife
SE40239,Aerosol can
SE40239,Knife
SE40239,Liquid over 100ml
SE40250,Aerosol can
SE40250,Liquid over 100ml
SE40250,Battery pack
SE40260,Sharp object
SE40260,Aerosol can
SE40286,Liquid over 100ml
SE40286,Sharp object
SE40287,Aerosol can
SE40307,Sharp object
SE40307,Lighter
SE40314,Battery pack
SE40314,Lighter
SE40314,Liquid over 100ml
SE40323,Lighter
SE40323,Sharp object
SE40336,Aerosol can
SE40336,Sharp object
SE40336,Battery pack
SE40367,Battery pack
SE40367,Aerosol can
SE40367,Lighter
SE40395,Lighter
SE40395,Sharp object
SE40395,Liquid over 100ml
SE40401,Battery pack
SE40401,Knife
SE40401,Aerosol can
SE40409,Knife
SE40409,Aerosol can
SE40409,Lighter
SE40421,Knife
SE40421,Aerosol can
SE40427,Sharp object
SE40427,Battery pack
SE40445,Knife
SE40445,Battery pack
SE40445,Liquid over 100ml
SE40467,Lighter
SE40467,Aerosol can
SE40467,Sharp object
SE40468,Liquid over 100ml
SE40468,Sharp object
SE40472,Battery pack
SE40472,Sharp object
SE40482,Lighter
SE40482,Liquid over 100ml
SE40487,Aerosol can
SE40487,Sharp object
SE40487,Knife
SE40495,Battery pack
SE40495,Sharp object
SE40510,Aerosol can
SE40510,Knife
SE40510,Battery pack
SE40514,Sharp object
SE40514,Lighter
SE40554,Sharp object
SE40554,Knife
SE40572,Aerosol can
SE40572,Liquid over 100ml
SE40572,Battery pack
SE40574,Battery pack
SE40597,Liquid over 100ml
SE40597,Knife
SE40619,Aerosol can
SE40625,Battery pack
SE40625,Liquid over 100ml
SE40625,Aerosol can
SE40626,Sharp object
SE40626,Lighter
SE40651,Knife
SE40651,Lighter
SE40663,Liquid over 100ml
SE40664,Liquid over 100ml
SE40669,Aerosol can
SE40669,Liquid over 100ml
SE40669,Lighter
SE40702,Knife
SE40702,Sharp object
SE40702,Lighter
SE40713,Lighter
SE40713,Liquid over 100ml
SE40726,Lighter
SE40728,Battery pack
SE40728,Lighter
SE40756,Knife
SE40756,Lighter
SE40756,Aerosol can
SE40770,Lighter
SE40770,Liquid over 100ml
SE40780,Aerosol can
SE40797,Battery pack
SE40797,Aerosol can
SE40797,Lighter
SE40813,Battery pack
SE40826,Sharp object
SE40826,Battery pack
SE40837,Lighter
SE40847,Battery pack
SE40847,Lighter
SE40847,Knife
SE40852,Battery pack
SE40852,Liquid over 100ml
SE40871,Battery pack
SE40871,Liquid over 100ml
SE40871,Sharp object
SE40880,Liquid over 100ml
SE40881,Aerosol can
SE40881,Sharp object
SE40903,Liquid over 100ml
SE40916,Sharp object
SE40921,Lighter
SE40921,Liquid over 100ml
SE40921,Battery pack
SE40933,Lighter
SE40950,Battery pack
SE40957,Knife
SE40958,Aerosol can
SE40958,Lighter
SE40975,Lighter
SE40975,Battery pack
SE40975,Knife
SE40987,Lighter
SE40987,Liquid over 100ml
SE40987,Knife
SE40995,Lighter
SE41000,Aerosol can
SE41000,Sharp object
SE41000,Liquid over 100ml
SE41001,Lighter
SE41029,Lighter
SE41041,Lighter
SE41048,Battery pack
SE41048,Sharp object
SE41048,Lighter
SE41056,Liquid over 100ml
SE41056,Battery pack
SE41075,Battery pack
SE41075,Aerosol can
SE41075,Sharp object
SE41082,Knife
SE41092,Aerosol can
SE41093,Lighter
SE41095,Sharp object
SE41113,Sharp object
SE41123,Sharp object
SE41123,Aerosol can
SE41163,Battery pack
SE41163,Sharp object
SE41163,Lighter
SE41164,Knife
SE41169,Sharp object
SE41174,Knife
SE41174,Battery pack
SE41174,Sharp object
SE41196,Knife
SE41196,Battery pack
SE41205,Liquid over 100ml
SE41205,Battery pack
SE41212,Sharp object
SE41229,Sharp object
SE41229,Battery pack
SE41229,Lighter
SE41231,Lighter
SE41231,Battery pack
SE41231,Sharp object
SE41237,Lighter
SE41239,Liquid over 100ml
SE41239,Knife
SE41239,Lighter
SE41243,Knife
SE41243,Sharp object
SE41261,Aerosol can
SE41267,Aerosol can
SE41270,Lighter
SE41270,Aerosol can
SE41270,Liquid over 100ml
SE41286,Battery pack
SE41286,Sharp object
SE41287,Sharp object
SE41287,Aerosol can
SE41287,Liquid over 100ml
SE41288,Aerosol can
SE41290,Aerosol can
SE41290,Liquid over 100ml
SE41290,Sharp object
SE41299,Sharp object
SE41299,Lighter
SE41343,Battery pack
SE41343,Liquid over 100ml
SE41343,Sharp object
SE41344,Liquid over 100ml
SE41344,Sharp object
SE41344,Aerosol can
SE41388,Lighter
SE41388,Sharp object
SE41388,Knife
SE41391,Liquid over 100ml
SE41391,Knife
SE41391,Lighter
SE41424,Knife
SE41424,Liquid over 100ml
SE41428,Lighter
SE41428,Sharp object
SE41428,Liquid over 100ml
SE41433,Lighter
SE41433,Battery pack
SE41443,Battery pack
SE41443,Lighter
SE41443,Aerosol can
SE41456,Sharp object
SE41456,Battery pack
SE41457,Sharp object
SE41457,Aerosol can
SE41460,Aerosol can
SE41460,Sharp object
SE41460,Liquid over 100ml
SE41461,Aerosol can
SE41461,Knife
SE41464,Lighter
SE41464,Battery pack
SE41485,Aerosol can
SE41485,Battery pack
SE41516,Sharp object
SE41516,Lighter
SE41516,Liquid over 100ml
SE41532,Lighter
SE41532,Knife
SE41532,Liquid over 100ml
SE41538,Knife
SE41538,Lighter
SE41538,Liquid over 100ml
SE41539,Aerosol can
SE41561,Sharp object
SE41561,Liquid over 100ml
SE41561,Aerosol can
SE41568,Battery pack
SE41587,Lighter
SE41587,Battery pack
SE41589,Liquid over 100ml
SE41591,Battery pack
SE41591,Sharp object
SE41591,Knife
SE41605,Sharp object
SE41605,Aerosol can
SE41612,Aerosol can
SE41612,Liquid over 100ml
SE41612,Sharp object
SE41613,Battery pack
SE41613,Lighter
SE41613,Aerosol can
SE41643,Knife
SE41643,Lighter
SE41643,Liquid over 100ml
SE41645,Lighter
SE41647,Aerosol can
SE41647,Lighter
SE41647,Sharp object
SE41663,Lighter
SE41663,Aerosol can
SE41673,Lighter
SE41678,Battery pack
SE41678,Knife
SE41684,Liquid over 100ml
SE41684,Knife
SE41684,Sharp object
SE41694,Battery pack
SE41702,Battery pack
SE41702,Aerosol can
SE41714,Knife
SE41714,Lighter
SE41714,Aerosol can
SE41739,Battery pack
SE41739,Liquid over 100ml
SE41739,Lighter
SE41766,Knife
SE41766,Aerosol can
SE41766,Battery pack
SE41772,Liquid over 100ml
SE41772,Lighter
SE41786,Knife
SE41786,Battery pack
SE41795,Liquid over 100ml
SE41795,Sharp object
SE41800,Liquid over 100ml
SE41800,Sharp object
SE41800,Battery pack
SE41808,Liquid over 100ml
SE41808,Lighter
SE41812,Aerosol can
SE41812,Lighter
SE41817,Battery pack
SE41817,Aerosol can
SE41817,Liquid over 100ml
SE41822,Aerosol can
SE41822,Liquid over 100ml
SE41831,Knife
SE41831,Sharp object
SE41831,Aerosol can
SE41834,Aerosol can
SE41849,Knife
SE41849,Aerosol can
SE41855,Battery pack
SE41855,Aerosol can
SE41862,Lighter
SE41862,Knife
SE41862,Aerosol can
SE41867,Sharp object
SE41867,Knife
SE41878,Lighter
SE41878,Liquid over 100ml
SE41886,Aerosol can
SE41886,Sharp object
SE41886,Knife
SE41887,Liquid over 100ml
SE41887,Lighter
SE41887,Aerosol can
SE41911,Knife
SE41915,Liquid over 100ml
SE41915,Aerosol can
SE41915,Lighter
SE41921,Sharp object
SE41922,Knife
SE41925,Lighter
SE41983,Liquid over 100ml
SE41983,Sharp object
SE41983,Lighter
SE41988,Knife
SE41988,Liquid over 100ml
SE42005,Lighter
SE42018,Liquid over 100ml
SE42030,Battery pack
SE42049,Lighter
SE42098,Lighter
SE42100,Knife
SE42102,Battery pack
SE42102,Liquid over 100ml
SE42108,Liquid over 100ml
SE42108,Lighter
SE42108,Battery pack
SE42121,Sharp object
SE42157,Aerosol can
SE42158,Liquid over 100ml
SE42158,Aerosol can
SE42158,Battery pack
SE42161,Knife
SE42161,Liquid over 100ml
SE42161,Lighter
SE42171,Sharp object
SE42171,Battery pack
SE42172,Knife
SE42172,Lighter
SE42173,Knife
SE42173,Battery pack
SE42173,Lighter
SE42178,Sharp object
SE42178,Lighter
SE42178,Knife
SE42188,Knife
SE42188,Aerosol can
SE42188,Battery pack
SE42194,Lighter
SE42194,Liquid over 100ml
SE42194,Sharp object
SE42214,Sharp object
SE42236,Liquid over 100ml
SE42236,Knife
SE42236,Sharp object
SE42237,Liquid over 100ml
SE42251,Knife
SE42251,Liquid over 100ml
SE42251,Aerosol can
SE42272,Liquid over 100ml
SE42272,Lighter
SE42272,Aerosol can
SE42282,Aerosol can
SE42282,Battery pack
SE42282,Liquid over 100ml
SE42300,Battery pack
SE42300,Liquid over 100ml
SE42313,Knife
SE42313,Battery pack
SE42313,Sharp object
SE42316,Knife
SE42316,Aerosol can
SE42336,Liquid over 100ml
SE42336,Lighter
SE42345,Knife
SE42350,Knife
SE42350,Aerosol can
SE42350,Battery pack
SE42352,Aerosol can
SE42352,Battery pack
SE42353,Liquid over 100ml
SE42353,Knife
SE42367,Liquid over 100ml
SE42367,Sharp object
SE42367,Aerosol can
SE42371,Knife
SE42371,Liquid over 100ml
SE42374,Sharp object
SE42380,Sharp object
SE42380,Knife
SE42382,Sharp object
SE42382,Battery pack
SE42382,Liquid over 100ml
SE42387,Liquid over 100ml
SE42387,Knife
SE42387,Sharp object
SE42403,Lighter
SE42408,Aerosol can
SE42408,Lighter
SE42412,Liquid over 100ml
SE42412,Battery pack
SE42412,Sharp object
SE42419,Lighter
SE42419,Battery pack
SE42420,Liquid over 100ml
SE42420,Battery pack
SE42420,Sharp object
SE42445,Sharp object
SE42445,Aerosol can
SE42447,Sharp object
SE42447,Lighter
SE42447,Aerosol can
SE42451,Liquid over 100ml
SE42453,Aerosol can
SE42453,Sharp object
SE42453,Knife
SE42455,Lighter
SE42455,Aerosol can
SE42455,Liquid over 100ml
SE42462,Knife
SE42462,Sharp object
SE42462,Battery pack
SE42472,Lighter
SE42472,Aerosol can
SE42472,Battery pack
SE42479,Lighter
SE42479,Aerosol can
SE42480,Battery pack
SE42480,Liquid over 100ml
SE42480,Aerosol can
SE42485,Liquid over 100ml
SE42485,Sharp object
SE42485,Knife
SE42500,Liquid over 100ml
SE42500,Battery pack
SE42500,Knife
SE42503,Battery pack
SE42503,Aerosol can
SE42504,Liquid over 100ml
SE42504,Battery pack
SE42507,Knife
SE42507,Battery pack
SE42518,Battery pack
SE42533,Sharp object
SE42534,Aerosol can
SE42538,Battery pack
SE42538,Knife
SE42541,Sharp object
SE42549,Battery pack
SE42549,Lighter
SE42550,Battery pack
SE42550,Knife
SE42550,Liquid over 100ml
SE42552,Aerosol can
SE42552,Battery pack
SE42556,Aerosol can
SE42556,Knife
SE42568,Battery pack
SE42568,Knife
SE42568,Aerosol can
SE42579,Sharp object
SE42604,Lighter
SE42604,Liquid over 100ml
SE42604,Battery pack
SE42605,Liquid over 100ml
SE42605,Aerosol can
SE42614,Battery pack
SE42626,Lighter
SE42632,Aerosol can
SE42632,Sharp object
SE42632,Lighter
SE42634,Lighter
SE42634,Knife
SE42634,Liquid over 100ml
SE42648,Liquid over 100ml
SE42648,Knife
SE42653,Aerosol can
SE42653,Knife
SE42653,Sharp object
SE42656,Liquid over 100ml
SE42658,Battery pack
SE42658,Knife
SE42665,Aerosol can
SE42665,Lighter
SE42665,Sharp object
SE42668,Sharp object
SE42692,Sharp object
SE42692,Knife
SE42700,Battery pack
SE42709,Sharp object
SE42709,Lighter
SE42709,Knife
SE42721,Aerosol can
SE42721,Battery pack
SE42721,Lighter
SE42728,Sharp object
SE42729,Liquid over 100ml
SE42729,Lighter
SE42729,Aerosol can
SE42730,Lighter
SE42730,Knife
SE42735,Sharp object
SE42752,Liquid over 100ml
SE42763,Sharp object
SE42763,Aerosol can
SE42765,Sharp object
SE42765,Knife
SE42780,Lighter
SE42780,Sharp object
SE42780,Aerosol can
SE42784,Lighter
SE42786,Battery pack
SE42822,Knife
SE42822,Sharp object
SE42822,Aerosol can
SE42839,Aerosol can
SE42839,Liquid over 100ml
SE42839,Knife
SE42841,Lighter
SE42841,Knife
SE42841,Liquid over 100ml
SE42848,Knife
SE42855,Sharp object
SE42855,Battery pack
SE42862,Aerosol can
SE42878,Lighter
SE42878,Knife
SE42886,Liquid over 100ml
SE42886,Sharp object
SE42893,Knife
SE42908,Battery pack
SE42908,Aerosol can
SE42908,Liquid over 100ml
SE42925,Liquid over 100ml
SE42925,Battery pack
SE42925,Sharp object
SE42932,Sharp object
SE42932,Knife
SE42932,Battery pack
SE42945,Liquid over 100ml
SE42945,Battery pack
SE42961,Liquid over 100ml
SE42965,Sharp object
SE42965,Battery pack
SE42965,Aerosol can
SE42974,Battery pack
SE42974,Knife
SE42986,Battery pack
SE43008,Knife
SE43009,Aerosol can
SE43009,Knife
SE43009,Lighter
SE43017,Lighter
SE43019,Battery pack
SE43019,Aerosol can
SE43019,Sharp object
SE43020,Sharp object
SE43020,Knife
SE43031,Battery pack
SE43031,Sharp object
SE43031,Liquid over 100ml
SE43035,Liquid over 100ml
SE43035,Sharp object
SE43073,Knife
SE43075,Knife
SE43075,Lighter
SE43094,Lighter
SE43094,Liquid over 100ml
SE43094,Knife
SE43099,Sharp object
SE43099,Knife
SE43101,Knife
SE43101,Liquid over 100ml
SE43101,Lighter
SE43111,Sharp object
SE43152,Aerosol can
SE43152,Knife
SE43185,Battery pack
SE43185,Aerosol can
SE43194,Liquid over 100ml
SE43203,Aerosol can
SE43203,Knife
SE43205,Liquid over 100ml
SE43213,Lighter
SE43213,Aerosol can
SE43220,Knife
SE43221,Sharp object
SE43226,Knife
SE43238,Knife
SE43238,Lighter
SE43238,Aerosol can
SE43251,Lighter
SE43262,Sharp object
SE43262,Aerosol can
SE43262,Battery pack
SE43269,Battery pack
SE43269,Knife
SE43269,Lighter
SE43307,Aerosol can
SE43312,Aerosol can
SE43312,Lighter
SE43312,Knife
SE43322,Aerosol can
SE43329,Liquid over 100ml
SE43329,Battery pack
SE43337,Aerosol can
SE43337,Knife
SE43349,Sharp object
SE43377,Lighter
SE43377,Battery pack
SE43413,Lighter
SE43413,Battery pack
SE43413,Sharp object
SE43429,Lighter
SE43437,Sharp object
SE43437,Lighter
SE43437,Aerosol can
SE43446,Aerosol can
SE43446,Liquid over 100ml
SE43446,Lighter
SE43447,Liquid over 100ml
SE43447,Aerosol can
SE43453,Lighter
SE43453,Battery pack
SE43453,Liquid over 100ml
SE43469,Battery pack
SE43469,Lighter
SE43469,Sharp object
SE43475,Knife
SE43482,Knife
SE43482,Aerosol can
SE43489,Aerosol can
SE43489,Battery pack
SE43502,Lighter
SE43503,Liquid over 100ml
SE43509,Liquid over 100ml
SE43509,Aerosol can
SE43509,Sharp object
SE43516,Sharp object
SE43516,Liquid over 100ml
SE43516,Lighter
SE43531,Liquid over 100ml
SE43531,Battery pack
SE43532,Battery pack
SE43534,Sharp object
SE43549,Lighter
SE43549,Battery pack
SE43553,Sharp object
SE43553,Liquid over 100ml
SE43558,Battery pack
SE43558,Sharp object
SE43558,Aerosol can
SE43568,Aerosol can
SE43572,Battery pack
SE43572,Sharp object
SE43572,Aerosol can
SE43588,Sharp object
SE43588,Aerosol can
SE43606,Lighter
SE43609,Knife
SE43609,Battery pack
SE43621,Battery pack
SE43621,Lighter
SE43622,Lighter
SE43622,Aerosol can
SE43622,Liquid over 100ml
SE43630,Sharp object
SE43630,Liquid over 100ml
SE43630,Battery pack
SE43637,Battery pack
SE43650,Liquid over 100ml
SE43650,Sharp object
SE43650,Battery pack
SE43659,Battery pack
SE43659,Sharp object
SE43659,Aerosol can
SE43679,Lighter
SE43679,Battery pack
SE43679,Knife
SE43696,Lighter
SE43696,Liquid over 100ml
SE43696,Aerosol can
SE43697,Knife
SE43697,Battery pack
SE43697,Aerosol can
SE43722,Sharp object
SE43722,Liquid over 100ml
SE43722,Battery pack
SE43728,Lighter
SE43728,Sharp object
SE43741,Liquid over 100ml
SE43741,Lighter
SE43743,Aerosol can
SE43753,Liquid over 100ml
SE43753,Aerosol can
SE43753,Lighter
SE43757,Knife
SE43770,Battery pack
SE43770,Aerosol can
SE43780,Battery pack
SE43780,Liquid over 100ml
SE43793,Liquid over 100ml
SE43793,Knife
SE43808,Aerosol can
SE43808,Liquid over 100ml
SE43808,Sharp object
SE43813,Liquid over 100ml
SE43813,Battery pack
SE43816,Lighter
SE43817,Knife
SE43817,Battery pack
SE43817,Sharp object
SE43833,Liquid over 100ml
SE43833,Lighter
SE43835,Liquid over 100ml
SE43835,Lighter
SE43837,Lighter
SE43853,Knife
SE43873,Knife
SE43884,Liquid over 100ml
SE43884,Knife
SE43909,Battery pack
SE43912,Battery pack
SE43912,Liquid over 100ml
SE43912,Lighter
SE43917,Sharp object
SE43917,Knife
SE43921,Sharp object
SE43921,Aerosol can
SE43922,Sharp object
SE43922,Battery pack
SE43929,Battery pack
SE43951,Aerosol can
SE43951,Knife
SE43959,Knife
SE43959,Liquid over 100ml
SE43970,Battery pack
SE43970,Liquid over 100ml
SE43970,Lighter
SE43983,Sharp object
SE43983,Liquid over 100ml
SE43983,Battery pack
SE43999,Lighter
SE43999,Knife
SE44000,Battery pack
SE44000,Liquid over 100ml
SE44000,Aerosol can
SE44003,Liquid over 100ml
SE44003,Sharp object
SE44060,Lighter
SE44106,Aerosol can
SE44106,Liquid over 100ml
SE44116,Knife
SE44119,Liquid over 100ml
SE44119,Aerosol can
SE44119,Knife
SE44129,Sharp object
SE44129,Aerosol can
SE44138,Aerosol can
SE44145,Knife
SE44145,Liquid over 100ml
SE44164,Sharp object
SE44164,Aerosol can
SE44164,Knife
SE44165,Lighter
SE44165,Knife
SE44165,Battery pack
SE44170,Battery pack
SE44170,Lighter
SE44172,Aerosol can
SE44172,Knife
SE44172,Battery pack
SE44175,Liquid over 100ml
SE44181,Battery pack
SE44181,Lighter
SE44189,Liquid over 100ml
SE44189,Lighter
SE44189,Sharp object
SE44197,Aerosol can
SE44199,Knife
SE44199,Sharp object
SE44199,Lighter
