PassengerID,TravelHistory
PA44773,Flew to Seoul on 2025-11-21 (Flight FL00030)
PA44774,Flew to Dubai on 2025-11-21 (Flight FL00258)
PA44775,Flew to Hong Kong on 2025-11-21 (Flight FL00229)
PA44776,Flew to Sydney on 2025-11-21 (Flight FL00306)
PA44777,Flew to Bangkok on 2025-11-21 (Flight FL00124)
PA44778,Flew to Singapore on 2025-11-19 (Flight FL00097)
PA44779,Flew to Melbourne on 2025-11-22 (Flight FL00393)
PA44780,Flew to Phu Quoc on 2025-11-20 (Flight FL00026)
PA44781,Flew to Dubai on 2025-11-21 (Flight FL00237)
PA44782,Flew to Dubai on 2025-11-20 (Flight FL00013)
PA44783,Flew to Melbourne on 2025-11-21 (Flight FL00205)
PA44784,Flew to Taipei on 2025-11-21 (Flight FL00070)
PA44785,Flew to Melbourne on 2025-11-21 (Flight FL00143)
PA44786,Flew to Hong Kong on 2025-11-21 (Flight FL00015)
PA44787,Flew to Da Nang on 2025-11-21 (Flight FL00092)
PA44788,Flew to Phu Quoc on 2025-11-21 (Flight FL00085)
PA44789,Flew to Seoul on 2025-11-20 (Flight FL00163)
PA44790,Flew to Paris on 2025-11-20 (Flight FL00091)
PA44791,Flew to Bangkok on 2025-11-21 (Flight FL00299)
PA44792,Flew to Phu Quoc on 2025-11-21 (Flight FL00283)
PA44793,Flew to Sydney on 2025-11-21 (Flight FL00221)
PA44794,Flew to Paris on 2025-11-21 (Flight FL00236)
PA44795,Flew to London on 2025-11-21 (Flight FL00116)
PA44796,Flew to Da Nang on 2025-11-21 (Flight FL00020)
PA44797,Flew to Paris on 2025-11-21 (Flight FL00059)
PA44798,Flew to Phu Quoc on 2025-11-20 (Flight FL00066)
PA44799,Flew to Seoul on 2025-11-20 (Flight FL00195)
PA44800,Flew to Sydney on 2025-11-21 (Flight FL00055)
PA44801,Flew to London on 2025-11-20 (Flight FL00045)
PA44802,Flew to Singapore on 2025-11-20 (Flight FL00153)
PA44803,Flew to Hanoi on 2025-11-20 (Flight FL00099)
PA44804,Flew to Sydney on 2025-11-21 (Flight FL00259)
PA44805,Flew to Phu Quoc on 2025-11-20 (Flight FL00105)
PA44806,Flew to Hong Kong on 2025-11-21 (Flight FL00015)
PA44807,Flew to Seoul on 2025-11-20 (Flight FL00204)
PA44808,Flew to London on 2025-11-19 (Flight FL00137)
PA44809,Flew to London on 2025-11-21 (Flight FL00021)
PA44810,Flew to Seoul on 2025-11-20 (Flight FL00179)
PA44811,Flew to Phu Quoc on 2025-11-20 (Flight FL00105)
PA44812,Flew to Sydney on 2025-11-20 (Flight FL00114)
PA44813,Flew to Hanoi on 2025-11-20 (Flight FL00129)
PA44814,Flew to Bangkok on 2025-11-21 (Flight FL00100)
PA44815,Flew to Da Nang on 2025-11-19 (Flight FL00073)
PA44816,Flew to Seoul on 2025-11-20 (Flight FL00147)
PA44817,Flew to Da Nang on 2025-11-20 (Flight FL00140)
PA44818,Flew to Bangkok on 2025-11-21 (Flight FL00077)
PA44819,Flew to Da Nang on 2025-11-20 (Flight FL00012)
PA44820,Flew to Phu Quoc on 2025-11-21 (Flight FL00354)
PA44821,Flew to London on 2025-11-21 (Flight FL00021)
PA44822,Flew to Paris on 2025-11-21 (Flight FL00084)
PA44823,Flew to Seoul on 2025-11-20 (Flight FL00204)
PA44824,Flew to Phu Quoc on 2025-11-20 (Flight FL00132)
PA44825,Flew to Paris on 2025-11-20 (Flight FL00091)
PA44826,Flew to Taipei on 2025-11-21 (Flight FL00298)
PA44827,Flew to Dubai on 2025-11-21 (Flight FL00174)
PA44828,Flew to Sydney on 2025-11-19 (Flight FL00113)
PA44829,Flew to London on 2025-11-21 (Flight FL00046)
PA44830,Flew to Taipei on 2025-11-21 (Flight FL00164)
PA44831,Flew to Phu Quoc on 2025-11-20 (Flight FL00057)
PA44832,Flew to London on 2025-11-21 (Flight FL00028)
PA44833,Flew to Phu Quoc on 2025-11-21 (Flight FL00165)
PA44834,Flew to Melbourne on 2025-11-20 (Flight FL00218)
PA44835,Flew to Taipei on 2025-11-21 (Flight FL00070)
PA44836,Flew to Tokyo on 2025-11-21 (Flight FL00069)
PA44837,Flew to Phu Quoc on 2025-11-21 (Flight FL00016)
PA44838,Flew to Melbourne on 2025-11-20 (Flight FL00218)
PA44839,Flew to Melbourne on 2025-11-20 (Flight FL00218)
PA44840,Flew to Hong Kong on 2025-11-19 (Flight FL00001)
PA44841,Flew to London on 2025-11-21 (Flight FL00297)
PA44842,Flew to Bangkok on 2025-11-21 (Flight FL00124)
PA44843,Flew to Paris on 2025-11-20 (Flight FL00042)
PA44844,Flew to Bangkok on 2025-11-21 (Flight FL00222)
PA44845,Flew to Da Nang on 2025-11-20 (Flight FL00211)
PA44846,Flew to Dubai on 2025-11-20 (Flight FL00121)
PA44847,Flew to London on 2025-11-20 (Flight FL00131)
PA44848,Flew to Melbourne on 2025-11-21 (Flight FL00143)
PA44849,Flew to Bangkok on 2025-11-20 (Flight FL00162)
PA44850,Flew to Singapore on 2025-11-20 (Flight FL00089)
PA44851,Flew to Paris on 2025-11-21 (Flight FL00236)
PA44852,Flew to Dubai on 2025-11-21 (Flight FL00258)
PA44853,Flew to Bangkok on 2025-11-20 (Flight FL00052)
PA44854,Flew to Hong Kong on 2025-11-21 (Flight FL00142)
PA44855,Flew to Seoul on 2025-11-20 (Flight FL00179)
PA44856,Flew to Phu Quoc on 2025-11-20 (Flight FL00035)
PA44857,Flew to Bangkok on 2025-11-21 (Flight FL00100)
PA44858,Flew to London on 2025-11-21 (Flight FL00297)
PA44859,Flew to London on 2025-11-19 (Flight FL00137)
PA44860,Flew to London on 2025-11-21 (Flight FL00297)
PA44861,Flew to Sydney on 2025-11-21 (Flight FL00221)
PA44862,Flew to Phu Quoc on 2025-11-21 (Flight FL00165)
PA44863,Flew to Seoul on 2025-11-20 (Flight FL00204)
PA44864,Flew to Taipei on 2025-11-20 (Flight FL00241)
PA44865,Flew to Hong Kong on 2025-11-19 (Flight FL00001)
PA44866,Flew to Phu Quoc on 2025-11-20 (Flight FL00225)
PA44867,Flew to Tokyo on 2025-11-21 (Flight FL00029)
PA44868,Flew to London on 2025-11-20 (Flight FL00187)
PA44869,Flew to Tokyo on 2025-11-20 (Flight FL00233)
PA44870,Flew to Da Nang on 2025-11-19 (Flight FL00073)
PA44871,Flew to Taipei on 2025-11-21 (Flight FL00164)
PA44872,Flew to Dubai on 2025-11-21 (Flight FL00048)
PA44873,Flew to Bangkok on 2025-11-20 (Flight FL00075)
PA44874,Flew to Da Nang on 2025-11-21 (Flight FL00329)
PA44875,Flew to Hanoi on 2025-11-19 (Flight FL00033)
PA44876,Flew to Phu Quoc on 2025-11-20 (Flight FL00083)
PA44877,Flew to Hanoi on 2025-11-20 (Flight FL00129)
PA44878,Flew to Bangkok on 2025-11-21 (Flight FL00077)
PA44879,Flew to Da Nang on 2025-11-20 (Flight FL00281)
PA44880,Flew to Hong Kong on 2025-11-21 (Flight FL00142)
PA44881,Flew to Dubai on 2025-11-21 (Flight FL00237)
PA44882,Flew to Tokyo on 2025-11-21 (Flight FL00101)
PA44883,Flew to Hong Kong on 2025-11-21 (Flight FL00142)
PA44884,Flew to Phu Quoc on 2025-11-20 (Flight FL00057)
PA44885,Flew to Da Nang on 2025-11-20 (Flight FL00139)
PA44886,Flew to Da Nang on 2025-11-20 (Flight FL00012)
PA44887,Flew to Singapore on 2025-11-21 (Flight FL00006)
PA44888,Flew to Hanoi on 2025-11-21 (Flight FL00071)
PA44889,Flew to Paris on 2025-11-21 (Flight FL00084)
PA44890,Flew to London on 2025-11-20 (Flight FL00131)
PA44891,Flew to Hanoi on 2025-11-20 (Flight FL00019)
PA44892,Flew to Hong Kong on 2025-11-20 (Flight FL00138)
PA44893,Flew to Dubai on 2025-11-20 (Flight FL00058)
PA44894,Flew to Seoul on 2025-11-20 (Flight FL00147)
PA44895,Flew to Singapore on 2025-11-21 (Flight FL00315)
PA44896,Flew to Hanoi on 2025-11-20 (Flight FL00019)
PA44897,Flew to Bangkok on 2025-11-20 (Flight FL00052)
PA44898,Flew to Tokyo on 2025-11-21 (Flight FL00069)
PA44899,Flew to Hong Kong on 2025-11-19 (Flight FL00161)
PA44900,Flew to Sydney on 2025-11-21 (Flight FL00306)
PA44901,Flew to Hong Kong on 2025-11-20 (Flight FL00217)
PA44902,Flew to Da Nang on 2025-11-20 (Flight FL00139)
PA44903,Flew to Taipei on 2025-11-20 (Flight FL00219)
PA44904,Flew to Dubai on 2025-11-21 (Flight FL00048)
PA44905,Flew to Paris on 2025-11-21 (Flight FL00361)
PA44906,Flew to London on 2025-11-21 (Flight FL00282)
PA44907,Flew to Bangkok on 2025-11-20 (Flight FL00067)
PA44908,Flew to Tokyo on 2025-11-20 (Flight FL00169)
PA44909,Flew to Da Nang on 2025-11-20 (Flight FL00041)
PA44910,Flew to Hong Kong on 2025-11-20 (Flight FL00265)
PA44911,Flew to Singapore on 2025-11-21 (Flight FL00047)
PA44912,Flew to Dubai on 2025-11-20 (Flight FL00058)
PA44913,Flew to Sydney on 2025-11-20 (Flight FL00074)
PA44914,Flew to Dubai on 2025-11-20 (Flight FL00121)
PA44915,Flew to Sydney on 2025-11-20 (Flight FL00098)
PA44916,Flew to Taipei on 2025-11-21 (Flight FL00181)
PA44917,Flew to Phu Quoc on 2025-11-21 (Flight FL00377)
PA44918,Flew to Phu Quoc on 2025-11-20 (Flight FL00105)
PA44919,Flew to Seoul on 2025-11-20 (Flight FL00163)
PA44920,Flew to Melbourne on 2025-11-20 (Flight FL00257)
PA44921,Flew to Singapore on 2025-11-21 (Flight FL00078)
PA44922,Flew to Da Nang on 2025-11-21 (Flight FL00206)
PA44923,Flew to Phu Quoc on 2025-11-21 (Flight FL00126)
PA44924,Flew to Phu Quoc on 2025-11-20 (Flight FL00225)
PA44925,Flew to Sydney on 2025-11-20 (Flight FL00074)
PA44926,Flew to Phu Quoc on 2025-11-21 (Flight FL00165)
PA44927,Flew to Melbourne on 2025-11-21 (Flight FL00385)
PA44928,Flew to Da Nang on 2025-11-20 (Flight FL00194)
PA44929,Flew to Hanoi on 2025-11-21 (Flight FL00196)
PA44930,Flew to Hong Kong on 2025-11-20 (Flight FL00050)
PA44931,Flew to Sydney on 2025-11-21 (Flight FL00212)
PA44932,Flew to Tokyo on 2025-11-20 (Flight FL00170)
PA44933,Flew to Phu Quoc on 2025-11-21 (Flight FL00126)
PA44934,Flew to Tokyo on 2025-11-20 (Flight FL00233)
PA44935,Flew to Bangkok on 2025-11-21 (Flight FL00182)
PA44936,Flew to Sydney on 2025-11-21 (Flight FL00306)
PA44937,Flew to Da Nang on 2025-11-21 (Flight FL00206)
PA44938,Flew to Melbourne on 2025-11-21 (Flight FL00134)
PA44939,Flew to Taipei on 2025-11-21 (Flight FL00005)
PA44940,Flew to Hong Kong on 2025-11-20 (Flight FL00068)
PA44941,Flew to Bangkok on 2025-11-21 (Flight FL00250)
PA44942,Flew to Da Nang on 2025-11-20 (Flight FL00139)
PA44943,Flew to Da Nang on 2025-11-20 (Flight FL00211)
PA44944,Flew to Bangkok on 2025-11-21 (Flight FL00222)
PA44945,Flew to London on 2025-11-19 (Flight FL00137)
PA44946,Flew to Hong Kong on 2025-11-19 (Flight FL00161)
PA44947,Flew to Da Nang on 2025-11-20 (Flight FL00012)
PA44948,Flew to Tokyo on 2025-11-21 (Flight FL00220)
PA44949,Flew to Dubai on 2025-11-20 (Flight FL00053)
PA44950,Flew to Sydney on 2025-11-21 (Flight FL00180)
PA44951,Flew to Hong Kong on 2025-11-20 (Flight FL00138)
PA44952,Flew to Paris on 2025-11-20 (Flight FL00273)
PA44953,Flew to Paris on 2025-11-21 (Flight FL00289)
PA44954,Flew to Singapore on 2025-11-20 (Flight FL00010)
PA44955,Flew to Tokyo on 2025-11-20 (Flight FL00170)
PA44956,Flew to Phu Quoc on 2025-11-21 (Flight FL00330)
PA44957,Flew to Phu Quoc on 2025-11-20 (Flight FL00154)
PA44958,Flew to Singapore on 2025-11-20 (Flight FL00010)
PA44959,Flew to Dubai on 2025-11-21 (Flight FL00048)
PA44960,Flew to Phu Quoc on 2025-11-20 (Flight FL00132)
PA44961,Flew to Dubai on 2025-11-20 (Flight FL00034)
PA44962,Flew to Sydney on 2025-11-21 (Flight FL00004)
PA44963,Flew to Singapore on 2025-11-20 (Flight FL00153)
PA44964,Flew to Phu Quoc on 2025-11-21 (Flight FL00354)
PA44965,Flew to Seoul on 2025-11-20 (Flight FL00018)
PA44966,Flew to Dubai on 2025-11-21 (Flight FL00174)
PA44967,Flew to Phu Quoc on 2025-11-20 (Flight FL00051)
PA44968,Flew to Da Nang on 2025-11-19 (Flight FL00025)
PA44969,Flew to Dubai on 2025-11-21 (Flight FL00258)
PA44970,Flew to Phu Quoc on 2025-11-21 (Flight FL00354)
PA44971,Flew to Da Nang on 2025-11-21 (Flight FL00133)
PA44972,Flew to Tokyo on 2025-11-21 (Flight FL00060)
PA44973,Flew to Tokyo on 2025-11-20 (Flight FL00082)
PA44974,Flew to Singapore on 2025-11-21 (Flight FL00078)
PA44975,Flew to Da Nang on 2025-11-21 (Flight FL00206)
PA44976,Flew to Hong Kong on 2025-11-20 (Flight FL00171)
PA44977,Flew to Tokyo on 2025-11-20 (Flight FL00233)
PA44978,Flew to Da Nang on 2025-11-20 (Flight FL00107)
PA44979,Flew to Bangkok on 2025-11-21 (Flight FL00299)
PA44980,Flew to Hanoi on 2025-11-19 (Flight FL00009)
PA44981,Flew to Dubai on 2025-11-21 (Flight FL00267)
PA44982,Flew to Da Nang on 2025-11-19 (Flight FL00073)
PA44983,Flew to Tokyo on 2025-11-21 (Flight FL00101)
PA44984,Flew to Bangkok on 2025-11-20 (Flight FL00052)
PA44985,Flew to Dubai on 2025-11-20 (Flight FL00053)
PA44986,Flew to Sydney on 2025-11-21 (Flight FL00221)
PA44987,Flew to Dubai on 2025-11-20 (Flight FL00058)
PA44988,Flew to Da Nang on 2025-11-20 (Flight FL00211)
PA44989,Flew to Sydney on 2025-11-21 (Flight FL00306)
PA44990,Flew to Singapore on 2025-11-21 (Flight FL00315)
PA44991,Flew to London on 2025-11-21 (Flight FL00314)
PA44992,Flew to Melbourne on 2025-11-21 (Flight FL00228)
PA44993,Flew to Hong Kong on 2025-11-20 (Flight FL00171)
PA44994,Flew to Sydney on 2025-11-21 (Flight FL00212)
PA44995,Flew to Dubai on 2025-11-21 (Flight FL00237)
PA44996,Flew to Taipei on 2025-11-21 (Flight FL00070)
PA44997,Flew to Hong Kong on 2025-11-20 (Flight FL00068)
PA44998,Flew to Singapore on 2025-11-20 (Flight FL00153)
PA44999,Flew to Paris on 2025-11-21 (Flight FL00084)
PA45000,Flew to London on 2025-11-21 (Flight FL00314)
PA45001,Flew to Da Nang on 2025-11-19 (Flight FL00025)
PA45002,Flew to Tokyo on 2025-11-21 (Flight FL00220)
PA45003,Flew to Taipei on 2025-11-21 (Flight FL00070)
PA45004,Flew to Tokyo on 2025-11-20 (Flight FL00027)
PA45005,Flew to Sydney on 2025-11-19 (Flight FL00113)
PA45006,Flew to Hanoi on 2025-11-21 (Flight FL00037)
PA45007,Flew to Seoul on 2025-11-20 (Flight FL00049)
PA45008,Flew to Phu Quoc on 2025-11-21 (Flight FL00126)
PA45009,Flew to Phu Quoc on 2025-11-21 (Flight FL00126)
PA45010,Flew to Da Nang on 2025-11-21 (Flight FL00020)
PA45011,Flew to Sydney on 2025-11-20 (Flight FL00043)
PA45012,Flew to Dubai on 2025-11-21 (Flight FL00258)
PA45013,Flew to Da Nang on 2025-11-21 (Flight FL00092)
PA45014,Flew to Melbourne on 2025-11-21 (Flight FL00228)
PA45015,Flew to Phu Quoc on 2025-11-21 (Flight FL00313)
PA45016,Flew to Taipei on 2025-11-20 (Flight FL00011)
PA45017,Flew to Taipei on 2025-11-21 (Flight FL00181)
PA45018,Flew to Paris on 2025-11-21 (Flight FL00346)
PA45019,Flew to Paris on 2025-11-21 (Flight FL00236)
PA45020,Flew to Tokyo on 2025-11-21 (Flight FL00220)
PA45021,Flew to Hanoi on 2025-11-21 (Flight FL00071)
PA45022,Flew to Hong Kong on 2025-11-21 (Flight FL00229)
PA45023,Flew to Taipei on 2025-11-21 (Flight FL00235)
PA45024,Flew to Tokyo on 2025-11-20 (Flight FL00082)
PA45025,Flew to Singapore on 2025-11-21 (Flight FL00047)
PA45026,Flew to Seoul on 2025-11-20 (Flight FL00163)
PA45027,Flew to Melbourne on 2025-11-21 (Flight FL00252)
PA45028,Flew to Da Nang on 2025-11-20 (Flight FL00012)
PA45029,Flew to Dubai on 2025-11-21 (Flight FL00048)
PA45030,Flew to Dubai on 2025-11-20 (Flight FL00013)
PA45031,Flew to Phu Quoc on 2025-11-20 (Flight FL00123)
PA45032,Flew to Da Nang on 2025-11-20 (Flight FL00281)
PA45033,Flew to Hanoi on 2025-11-20 (Flight FL00129)
PA45034,Flew to Phu Quoc on 2025-11-20 (Flight FL00026)
PA45035,Flew to Tokyo on 2025-11-21 (Flight FL00029)
PA45036,Flew to Da Nang on 2025-11-19 (Flight FL00073)
PA45037,Flew to Taipei on 2025-11-19 (Flight FL00185)
PA45038,Flew to Sydney on 2025-11-19 (Flight FL00113)
PA45039,Flew to Seoul on 2025-11-20 (Flight FL00049)
PA45040,Flew to Bangkok on 2025-11-21 (Flight FL00222)
PA45041,Flew to Tokyo on 2025-11-20 (Flight FL00170)
PA45042,Flew to Sydney on 2025-11-19 (Flight FL00113)
PA45043,Flew to Hong Kong on 2025-11-19 (Flight FL00001)
PA45044,Flew to London on 2025-11-21 (Flight FL00141)
PA45045,Flew to Phu Quoc on 2025-11-20 (Flight FL00057)
PA45046,Flew to Dubai on 2025-11-21 (Flight FL00048)
PA45047,Flew to Hanoi on 2025-11-19 (Flight FL00033)
PA45048,Flew to Hanoi on 2025-11-21 (Flight FL00251)
PA45049,Flew to Singapore on 2025-11-21 (Flight FL00157)
PA45050,Flew to Seoul on 2025-11-20 (Flight FL00147)
PA45051,Flew to London on 2025-11-21 (Flight FL00314)
PA45052,Flew to Seoul on 2025-11-19 (Flight FL00017)
PA45053,Flew to Bangkok on 2025-11-21 (Flight FL00222)
PA45054,Flew to Hong Kong on 2025-11-20 (Flight FL00138)
PA45055,Flew to Singapore on 2025-11-21 (Flight FL00291)
PA45056,Flew to Phu Quoc on 2025-11-20 (Flight FL00066)
PA45057,Flew to Dubai on 2025-11-20 (Flight FL00034)
PA45058,Flew to Sydney on 2025-11-21 (Flight FL00290)
PA45059,Flew to Phu Quoc on 2025-11-21 (Flight FL00126)
PA45060,Flew to Hong Kong on 2025-11-20 (Flight FL00209)
PA45061,Flew to London on 2025-11-21 (Flight FL00282)
PA45062,Flew to Tokyo on 2025-11-20 (Flight FL00082)
PA45063,Flew to Hanoi on 2025-11-20 (Flight FL00019)
PA45064,Flew to Tokyo on 2025-11-20 (Flight FL00027)
PA45065,Flew to Taipei on 2025-11-20 (Flight FL00219)
PA45066,Flew to Sydney on 2025-11-21 (Flight FL00180)
PA45067,Flew to London on 2025-11-21 (Flight FL00314)
PA45068,Flew to Hong Kong on 2025-11-21 (Flight FL00274)
PA45069,Flew to Phu Quoc on 2025-11-21 (Flight FL00125)
PA45070,Flew to London on 2025-11-20 (Flight FL00131)
PA45071,Flew to Singapore on 2025-11-21 (Flight FL00006)
PA45072,Flew to London on 2025-11-21 (Flight FL00028)
PA45073,Flew to London on 2025-11-21 (Flight FL00314)
PA45074,Flew to London on 2025-11-21 (Flight FL00314)
PA45075,Flew to Bangkok on 2025-11-20 (Flight FL00067)
PA45076,Flew to Hong Kong on 2025-11-20 (Flight FL00265)
PA45077,Flew to Seoul on 2025-11-20 (Flight FL00204)
PA45078,Flew to Phu Quoc on 2025-11-21 (Flight FL00085)
PA45079,Flew to Hong Kong on 2025-11-20 (Flight FL00081)
PA45080,Flew to Taipei on 2025-11-21 (Flight FL00321)
PA45081,Flew to Hong Kong on 2025-11-20 (Flight FL00068)
PA45082,Flew to Singapore on 2025-11-20 (Flight FL00210)
PA45083,Flew to Paris on 2025-11-21 (Flight FL00227)
PA45084,Flew to Hong Kong on 2025-11-19 (Flight FL00161)
PA45085,Flew to Taipei on 2025-11-21 (Flight FL00070)
PA45086,Flew to Sydney on 2025-11-21 (Flight FL00180)
PA45087,Flew to Hanoi on 2025-11-21 (Flight FL00196)
PA45088,Flew to London on 2025-11-21 (Flight FL00046)
PA45089,Flew to Da Nang on 2025-11-21 (Flight FL00133)
PA45090,Flew to Hong Kong on 2025-11-20 (Flight FL00068)
PA45091,Flew to Tokyo on 2025-11-21 (Flight FL00069)
PA45092,Flew to Paris on 2025-11-21 (Flight FL00227)
PA45093,Flew to Dubai on 2025-11-21 (Flight FL00174)
PA45094,Flew to Tokyo on 2025-11-20 (Flight FL00170)
PA45095,Flew to Singapore on 2025-11-21 (Flight FL00047)
PA45096,Flew to Taipei on 2025-11-21 (Flight FL00164)
PA45097,Flew to Da Nang on 2025-11-20 (Flight FL00139)
PA45098,Flew to Phu Quoc on 2025-11-20 (Flight FL00066)
PA45099,Flew to Da Nang on 2025-11-20 (Flight FL00140)
PA45100,Flew to Phu Quoc on 2025-11-21 (Flight FL00165)
PA45101,Flew to Paris on 2025-11-21 (Flight FL00338)
PA45102,Flew to Sydney on 2025-11-21 (Flight FL00221)
PA45103,Flew to Dubai on 2025-11-20 (Flight FL00053)
PA45104,Flew to Phu Quoc on 2025-11-21 (Flight FL00330)
PA45105,Flew to Hong Kong on 2025-11-20 (Flight FL00265)
PA45106,Flew to Hanoi on 2025-11-21 (Flight FL00251)
PA45107,Flew to Singapore on 2025-11-20 (Flight FL00153)
PA45108,Flew to Taipei on 2025-11-20 (Flight FL00219)
PA45109,Flew to London on 2025-11-20 (Flight FL00187)
PA45110,Flew to Paris on 2025-11-21 (Flight FL00338)
PA45111,Flew to Phu Quoc on 2025-11-21 (Flight FL00165)
PA45112,Flew to Da Nang on 2025-11-20 (Flight FL00041)
PA45113,Flew to Hong Kong on 2025-11-21 (Flight FL00229)
PA45114,Flew to Bangkok on 2025-11-20 (Flight FL00075)
PA45115,Flew to Phu Quoc on 2025-11-20 (Flight FL00035)
PA45116,Flew to Bangkok on 2025-11-21 (Flight FL00124)
PA45117,Flew to London on 2025-11-21 (Flight FL00021)
PA45118,Flew to London on 2025-11-20 (Flight FL00045)
PA45119,Flew to Sydney on 2025-11-21 (Flight FL00221)
PA45120,Flew to Tokyo on 2025-11-20 (Flight FL00234)
PA45121,Flew to Tokyo on 2025-11-19 (Flight FL00201)
PA45122,Flew to Paris on 2025-11-20 (Flight FL00273)
PA45123,Flew to Singapore on 2025-11-21 (Flight FL00047)
PA45124,Flew to Tokyo on 2025-11-21 (Flight FL00101)
PA45125,Flew to Bangkok on 2025-11-20 (Flight FL00065)
PA45126,Flew to Taipei on 2025-11-21 (Flight FL00164)
PA45127,Flew to Hong Kong on 2025-11-20 (Flight FL00138)
PA45128,Flew to Dubai on 2025-11-20 (Flight FL00013)
PA45129,Flew to Bangkok on 2025-11-20 (Flight FL00067)
PA45130,Flew to Singapore on 2025-11-20 (Flight FL00089)
PA45131,Flew to Taipei on 2025-11-21 (Flight FL00181)
PA45132,Flew to Tokyo on 2025-11-20 (Flight FL00082)
PA45133,Flew to Seoul on 2025-11-21 (Flight FL00030)
PA45134,Flew to Phu Quoc on 2025-11-21 (Flight FL00016)
PA45135,Flew to Tokyo on 2025-11-19 (Flight FL00201)
PA45136,Flew to Paris on 2025-11-21 (Flight FL00243)
PA45137,Flew to Singapore on 2025-11-21 (Flight FL00006)
PA45138,Flew to Sydney on 2025-11-19 (Flight FL00113)
PA45139,Flew to Dubai on 2025-11-20 (Flight FL00058)
PA45140,Flew to Phu Quoc on 2025-11-20 (Flight FL00249)
PA45141,Flew to Phu Quoc on 2025-11-20 (Flight FL00026)
PA45142,Flew to London on 2025-11-21 (Flight FL00141)
PA45143,Flew to Da Nang on 2025-11-20 (Flight FL00139)
PA45144,Flew to London on 2025-11-21 (Flight FL00135)
PA45145,Flew to Seoul on 2025-11-21 (Flight FL00030)
PA45146,Flew to Dubai on 2025-11-21 (Flight FL00048)
PA45147,Flew to Hong Kong on 2025-11-20 (Flight FL00203)
PA45148,Flew to Phu Quoc on 2025-11-21 (Flight FL00165)
PA45149,Flew to Hong Kong on 2025-11-21 (Flight FL00015)
PA45150,Flew to Singapore on 2025-11-20 (Flight FL00172)
PA45151,Flew to Paris on 2025-11-21 (Flight FL00059)
PA45152,Flew to Phu Quoc on 2025-11-20 (Flight FL00132)
PA45153,Flew to Hong Kong on 2025-11-20 (Flight FL00209)
PA45154,Flew to Bangkok on 2025-11-21 (Flight FL00077)
PA45155,Flew to Da Nang on 2025-11-20 (Flight FL00107)
PA45156,Flew to Bangkok on 2025-11-21 (Flight FL00345)
PA45157,Flew to London on 2025-11-21 (Flight FL00314)
PA45158,Flew to Phu Quoc on 2025-11-20 (Flight FL00132)
PA45159,Flew to Da Nang on 2025-11-19 (Flight FL00025)
PA45160,Flew to Tokyo on 2025-11-21 (Flight FL00144)
PA45161,Flew to Hanoi on 2025-11-20 (Flight FL00099)
PA45162,Flew to Tokyo on 2025-11-20 (Flight FL00027)
PA45163,Flew to Sydney on 2025-11-21 (Flight FL00306)
PA45164,Flew to Hanoi on 2025-11-21 (Flight FL00037)
PA45165,Flew to London on 2025-11-21 (Flight FL00116)
PA45166,Flew to Sydney on 2025-11-21 (Flight FL00259)
PA45167,Flew to Dubai on 2025-11-20 (Flight FL00053)
PA45168,Flew to Seoul on 2025-11-19 (Flight FL00017)
PA45169,Flew to Taipei on 2025-11-20 (Flight FL00011)
PA45170,Flew to Da Nang on 2025-11-20 (Flight FL00107)
PA45171,Flew to Da Nang on 2025-11-21 (Flight FL00148)
PA45172,Flew to London on 2025-11-21 (Flight FL00135)
PA45173,Flew to Dubai on 2025-11-20 (Flight FL00121)
PA45174,Flew to Bangkok on 2025-11-21 (Flight FL00182)
PA45175,Flew to Seoul on 2025-11-20 (Flight FL00195)
PA45176,Flew to London on 2025-11-21 (Flight FL00282)
PA45177,Flew to Da Nang on 2025-11-20 (Flight FL00041)
PA45178,Flew to Seoul on 2025-11-20 (Flight FL00049)
PA45179,Flew to London on 2025-11-20 (Flight FL00045)
PA45180,Flew to London on 2025-11-20 (Flight FL00131)
PA45181,Flew to Phu Quoc on 2025-11-21 (Flight FL00260)
PA45182,Flew to Phu Quoc on 2025-11-21 (Flight FL00016)
PA45183,Flew to Seoul on 2025-11-21 (Flight FL00150)
PA45184,Flew to Hong Kong on 2025-11-20 (Flight FL00265)
PA45185,Flew to Phu Quoc on 2025-11-21 (Flight FL00313)
PA45186,Flew to Hanoi on 2025-11-21 (Flight FL00251)
PA45187,Flew to London on 2025-11-20 (Flight FL00002)
PA45188,Flew to Dubai on 2025-11-20 (Flight FL00034)
PA45189,Flew to Bangkok on 2025-11-21 (Flight FL00077)
PA45190,Flew to Bangkok on 2025-11-21 (Flight FL00124)
PA45191,Flew to London on 2025-11-20 (Flight FL00002)
PA45192,Flew to Seoul on 2025-11-20 (Flight FL00204)
PA45193,Flew to Hong Kong on 2025-11-20 (Flight FL00171)
PA45194,Flew to Hong Kong on 2025-11-20 (Flight FL00050)
PA45195,Flew to Phu Quoc on 2025-11-20 (Flight FL00105)
PA45196,Flew to Singapore on 2025-11-21 (Flight FL00006)
PA45197,Flew to Seoul on 2025-11-21 (Flight FL00014)
PA45198,Flew to Singapore on 2025-11-20 (Flight FL00153)
PA45199,Flew to Singapore on 2025-11-21 (Flight FL00315)
PA45200,Flew to Phu Quoc on 2025-11-20 (Flight FL00225)
PA45201,Flew to Phu Quoc on 2025-11-21 (Flight FL00126)
